No. Reads;root;organism;Domain;Group;Phylum;Class;;;;;;;;;;;;;;;
251;root;cellular organisms;Eukaryota;Alveolata;Apicomplexa;Aconoidasida;;;;;;;;;;;;;;;
251;root;cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;;;;;;;;;;;;;;;
246;root;cellular organisms;Eukaryota;Alveolata;Perkinsea;Perkinsida;;;;;;;;;;;;;;;
246;root;cellular organisms;Eukaryota;Alveolata;Ciliophora;Intramacronucleata;;;;;;;;;;;;;;;
245;root;cellular organisms;Eukaryota;Stramenopiles;Eustigmatophyceae;Eustigmatales;;;;;;;;;;;;;;;
244;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
241;root;cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;;;;;;;;;;;;;;;
239;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;;;;;;;;
239;root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;;;;;;;;;;;;;;;
238;root;cellular organisms;Eukaryota;Alveolata;Ciliophora;Intramacronucleata;;;;;;;;;;;;;;;
238;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
237;root;cellular organisms;Eukaryota;Opisthokonta;;;;;;;;;;;;;;;;;
237;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
237;root;Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Betaretrovirus;;;;;;;;;;;;;;;
236;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
236;root;Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Betaretrovirus;;;;;;;;;;;;;;;
235;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
235;root;Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Betaretrovirus;;;;;;;;;;;;;;;
234;root;cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;prasinophytes;;;;;;;;;;;;;;;
234;root;cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;Chlorophyceae;;;;;;;;;;;;;;;
232;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Zoopagomycota;;;;;;;;;;;;;;;
232;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Mucoromycota;;;;;;;;;;;;;;;
231;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
230;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Neocallimastigomycota;;;;;;;;;;;;;;;
230;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Mucoromycota;;;;;;;;;;;;;;;
230;root;cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;;;;;;;;;;;;;;;
227;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Zoopagomycota;;;;;;;;;;;;;;;
226;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
226;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
226;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
225;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Mucoromycota;;;;;;;;;;;;;;;
225;root;cellular organisms;Eukaryota;Euglenozoa;Kinetoplastida;Trypanosomatidae;;;;;;;;;;;;;;;
223;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;;;;;;;;;;;;;;;
222;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Mucoromycota;;;;;;;;;;;;;;;
222;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Cardiobacteriales;;;;;;;;;;;;;;;
221;root;cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;Chlorophyceae;;;;;;;;;;;;;;;
220;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Mucoromycota;;;;;;;;;;;;;;;
220;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;;;;;;;;;;;;;;;
218;root;cellular organisms;Bacteria;PVC group;Planctomycetes;Planctomycetia;;;;;;;;;;;;;;;
216;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
215;root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;;;;;;;;;;;;;;;
215;root;cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;;;;;;;;;;;;;;;
213;root;cellular organisms;Eukaryota;Stramenopiles;Oomycetes;Peronosporales;;;;;;;;;;;;;;;
213;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;;;;;;;;
212;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;;;;;;;;
212;root;cellular organisms;Eukaryota;Alveolata;Apicomplexa;Aconoidasida;;;;;;;;;;;;;;;
211;root;cellular organisms;Eukaryota;Amoebozoa;Mycetozoa;Dictyosteliida;;;;;;;;;;;;;;;
211;root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;;;;;;;;;;;;;;;
209;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;;;;;;;;
209;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;;;;;;;;;;;;;;;
209;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
209;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;;;;;;;;;;;;;;;
209;root;Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Gammaretrovirus;;;;;;;;;;;;;;;
207;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
206;root;cellular organisms;Eukaryota;Stramenopiles;Bacillariophyta;Bacillariophyceae;;;;;;;;;;;;;;;
206;root;cellular organisms;Eukaryota;Amoebozoa;Mycetozoa;Dictyosteliida;;;;;;;;;;;;;;;
206;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
205;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Mucoromycota;;;;;;;;;;;;;;;
204;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Mucoromycota;;;;;;;;;;;;;;;
204;root;cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;;;;;;;;;;;;;;;
204;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
203;root;cellular organisms;Eukaryota;Euglenozoa;Kinetoplastida;Trypanosomatidae;;;;;;;;;;;;;;;
203;root;Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Betaretrovirus;;;;;;;;;;;;;;;
202;root;Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Gammaretrovirus;;;;;;;;;;;;;;;
201;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;;;;;;;;;;;;;;;
201;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
200;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;;;;;;;;
200;root;cellular organisms;Eukaryota;Alveolata;Apicomplexa;Aconoidasida;;;;;;;;;;;;;;;
198;root;cellular organisms;Eukaryota;Alveolata;;;;;;;;;;;;;;;;;
198;root;Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Gammaretrovirus;;;;;;;;;;;;;;;
197;root;cellular organisms;Bacteria;environmental samples;uncultured bacterium;;;;;;;;;;;;;;;;
196;root;cellular organisms;Eukaryota;Alveolata;Apicomplexa;Conoidasida;;;;;;;;;;;;;;;
195;root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;;;;;;;;;;;;;;;
194;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Mucoromycota;;;;;;;;;;;;;;;
193;root;cellular organisms;Eukaryota;Rhodophyta;Bangiophyceae;Bangiales;;;;;;;;;;;;;;;
193;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;;;;;;;;
193;root;Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Gammaretrovirus;;;;;;;;;;;;;;;
192;root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;;;;;;;;;;;;;;;
191;root;cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;Chlorophyceae;;;;;;;;;;;;;;;
189;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;;;;;;;;;;;;;;;
189;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
186;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
185;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;;;;;;;;
185;root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;;;;;;;;;;;;;;;
185;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
184;root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;;;;;;;;;;;;;;;
182;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Mucoromycota;;;;;;;;;;;;;;;
180;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Mucoromycota;;;;;;;;;;;;;;;
180;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
177;root;cellular organisms;Eukaryota;Alveolata;Apicomplexa;Conoidasida;;;;;;;;;;;;;;;
177;root;cellular organisms;Eukaryota;Alveolata;Apicomplexa;Aconoidasida;;;;;;;;;;;;;;;
176;root;cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;prasinophytes;;;;;;;;;;;;;;;
176;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
175;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;;;;;;;;
174;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
173;root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;;;;;;;;;;;;;;;
172;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
171;root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;;;;;;;;;;;;;;;
171;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
170;root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;;;;;;;;;;;;;;;
170;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
168;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
168;root;Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Betaretrovirus;;;;;;;;;;;;;;;
167;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
167;root;Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Betaretrovirus;;;;;;;;;;;;;;;
165;root;cellular organisms;Eukaryota;Stramenopiles;Oomycetes;Saprolegniales;;;;;;;;;;;;;;;
164;root;cellular organisms;Eukaryota;Amoebozoa;Mycetozoa;Dictyosteliida;;;;;;;;;;;;;;;
164;root;cellular organisms;Eukaryota;Alveolata;Apicomplexa;Conoidasida;;;;;;;;;;;;;;;
164;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;;;;;;;;;;;;;;;
161;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;;;;;;;;;;;;;;;
161;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
160;root;cellular organisms;Eukaryota;Stramenopiles;Blastocystis;Blastocystis sp. subtypes;;;;;;;;;;;;;;;
160;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;;;;;;;;
156;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;;;;;;;;
156;root;cellular organisms;Eukaryota;Euglenozoa;Kinetoplastida;Bodonidae;;;;;;;;;;;;;;;
155;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
154;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;;;;;;;;
154;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
154;root;Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Gammaretrovirus;;;;;;;;;;;;;;;
153;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;;;;;;;;
153;root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;;;;;;;;;;;;;
153;root;cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;;;;;;;;;;;;;;;
152;root;cellular organisms;Eukaryota;Stramenopiles;Oomycetes;Peronosporales;;;;;;;;;;;;;;;
152;root;Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Gammaretrovirus;;;;;;;;;;;;;;;
150;root;Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Gammaretrovirus;;;;;;;;;;;;;;;
149;root;cellular organisms;Eukaryota;Stramenopiles;Blastocystis;Blastocystis sp. subtypes;;;;;;;;;;;;;;;
149;root;cellular organisms;Eukaryota;Alveolata;Ciliophora;Intramacronucleata;;;;;;;;;;;;;;;
148;root;cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;;;;;;;;;;;;;;;
147;root;Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Alpharetrovirus;;;;;;;;;;;;;;;
145;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
145;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
145;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
144;root;cellular organisms;Eukaryota;Stramenopiles;Oomycetes;Saprolegniales;;;;;;;;;;;;;;;
143;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
143;root;Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Gammaretrovirus;;;;;;;;;;;;;;;
141;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;;;;;;;;;;;;;;;
141;root;Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Flaviviridae;Pestivirus;;;;;;;;;;;;;;;
140;root;cellular organisms;Eukaryota;Stramenopiles;Oomycetes;Saprolegniales;;;;;;;;;;;;;;;
140;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
140;root;cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;;;;;;;;;;;;;;;
139;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;;;;;;;;;;;;;;;
139;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;;;;;;;;;;;;;;;
139;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
138;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;;;;;;;;
137;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Mucoromycota;;;;;;;;;;;;;;;
137;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
137;root;cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;;;;;;;;;;;;;;;
136;root;cellular organisms;Eukaryota;Parabasalia;Trichomonadida;Trichomonadidae;;;;;;;;;;;;;;;
136;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;;;;;;;;
136;root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;;;;;;;;;;;;;;;
135;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;Metarhizium;Metarhizium anisopliae;;;;
134;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;;;;;;;;
134;root;cellular organisms;Bacteria;unclassified Bacteria;unclassified Bacteria (miscellaneous);bacteria symbiont BFo2 of Frankliniella occidentalis;;;;;;;;;;;;;;;
134;root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;;;;;;;;;;;;;;;
134;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;;;;;;;;;;;;;;;
134;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;;;;;;;;;;;;;;;
134;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
134;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
134;root;Viruses;Retro-transcribing viruses;Retroviridae;unclassified Retroviridae;Simian retrovirus Y;;;;;;;;;;;;;;;
132;root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;;;;;;;;;;;;;;;
132;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
132;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;;;;;;;;;;Tolypocladium;Tolypocladium ophioglossoides;Tolypocladium ophioglossoides CBS 100239;;;
131;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;;;;;;;;
130;root;cellular organisms;Eukaryota;Stramenopiles;Blastocystis;Blastocystis hominis;;;;;;;;;;;;;;;
130;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;;;;;;;;
130;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
130;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
130;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
129;root;cellular organisms;Eukaryota;Stramenopiles;Oomycetes;Albuginales;;;;;;;;;;;;;;;
129;root;cellular organisms;Eukaryota;Alveolata;Apicomplexa;Conoidasida;;;;;;;;;;;;;;;
129;root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;;;;;;;;;;;;;;;
129;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
128;root;cellular organisms;Eukaryota;Stramenopiles;Oomycetes;Saprolegniales;;;;;;;;;;;;;;;
128;root;cellular organisms;Eukaryota;Rhodophyta;Bangiophyceae;Cyanidiales;;;;;;;;;;Fusarium;Fusarium oxysporum species complex;Fusarium oxysporum;Fusarium oxysporum f. cubense;Fusarium oxysporum f. sp. cubense race 1;
128;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;;;;;;;;
127;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
127;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;;;;;;;;;;;;;;;
127;root;Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Betaretrovirus;;;;;;;;;;;;;;;
126;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Chytridiomycota;;;;;;;;;;;;;;;
126;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
125;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
125;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
124;root;cellular organisms;Eukaryota;Stramenopiles;Oomycetes;;;;;;;;;;;;;;;;
124;root;cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;;;;;;;;;;;;;;;
123;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;;;;;;;;
123;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;;;;;;;;
123;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
122;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
121;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;;;;;;;;
121;root;cellular organisms;Eukaryota;Alveolata;Apicomplexa;Aconoidasida;;;;;;;;;;;;;;;
121;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;;;;;;;;;;;;;;;
121;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
121;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
121;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
120;root;cellular organisms;Eukaryota;Alveolata;Ciliophora;Intramacronucleata;;;;;;;;;;;;;;;
120;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
120;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
120;root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;;;;;;;;;;;;;;;
119;root;cellular organisms;Eukaryota;Opisthokonta;Choanoflagellida;Craspedida;;;;;;;;;;;;;;;
119;root;cellular organisms;Bacteria;Spirochaetes;Spirochaetia;Leptospirales;;;;;;;;;;;;;;;
119;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
118;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;;;;;;;;
118;root;cellular organisms;Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;;;;;;;;;;;;;;;
117;root;cellular organisms;Eukaryota;Stramenopiles;Oomycetes;Saprolegniales;;;;;;;;;;;;;;;
117;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;;;Metarhizium;Metarhizium album;Metarhizium album ARSEF 1941;;;
117;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;;;;;;;;
117;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
117;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
117;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;;;;;;;;;;;;;;;
116;root;cellular organisms;Eukaryota;Stramenopiles;Bacillariophyta;Coscinodiscophyceae;;;;;;;;;;;;;;;
116;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
116;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
115;root;cellular organisms;Eukaryota;Stramenopiles;Bacillariophyta;Bacillariophyceae;;;;;;;;;;;;;;;
115;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Mucoromycota;;;;;;;;;;;;;;;
115;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;;;;;;;;
115;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;;;;;;;;
