No. Reads;root;organism;Domain;Group;Phylum;Class;;;;;
49;root;cellular organisms;Eukaryota;Alveolata;Apicomplexa;Aconoidasida;;;;;
48;root;cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;Trebouxiophyceae;;;;;
48;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Mucoromycota;;;;;
48;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
48;root;cellular organisms;Eukaryota;Euglenozoa;Kinetoplastida;Trypanosomatidae;;;;;
48;root;cellular organisms;Eukaryota;Alveolata;Ciliophora;Intramacronucleata;;;;;
48;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
48;root;cellular organisms;Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;;;;;
47;root;cellular organisms;Eukaryota;Parabasalia;Trichomonadida;Trichomonadidae;;;;;
47;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;unclassified Gammaproteobacteria;;;;;
47;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
47;root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;;;;;
46;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
46;root;cellular organisms;Eukaryota;Alveolata;Apicomplexa;Conoidasida;;;;;
46;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
45;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Mucoromycota;;;;;
44;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
44;root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;;;;;
44;root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;;;;;
44;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;;;;;
44;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
44;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
44;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
44;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
44;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
43;root;cellular organisms;Eukaryota;Stramenopiles;Oomycetes;Saprolegniales;;;;;
43;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
43;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
43;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Trichoderma atroviride;Trichoderma atroviride IMI 206040;;;
43;root;cellular organisms;Eukaryota;Amoebozoa;Mycetozoa;Dictyosteliida;;;;;
43;root;cellular organisms;Eukaryota;Alveolata;Apicomplexa;Aconoidasida;;;;;
43;root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;;;;;
43;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
43;root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;;;;;
43;root;cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;;;;;
42;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Mucoromycota;;;;;
42;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
42;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
42;root;cellular organisms;Eukaryota;Euglenozoa;Kinetoplastida;Trypanosomatidae;;;;;
42;root;cellular organisms;Eukaryota;Amoebozoa;Mycetozoa;Dictyosteliida;;;;;
42;root;cellular organisms;Eukaryota;Alveolata;Ciliophora;Intramacronucleata;;;;;
42;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
42;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
42;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
42;root;cellular organisms;Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;;;;;
41;root;cellular organisms;Eukaryota;Stramenopiles;Oomycetes;Albuginales;;;;;
41;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Mucoromycota;;;;;
41;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
40;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
40;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Botrytis cinerea B05.10;;;;
40;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;
40;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
40;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
40;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
39;root;cellular organisms;Eukaryota;Stramenopiles;Oomycetes;Saprolegniales;;;;;
39;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
39;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
39;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
39;root;cellular organisms;Eukaryota;Alveolata;Apicomplexa;Conoidasida;;;;;
38;root;cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;Chlorophyceae;;;;;
38;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
38;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
38;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Bipolaris;Bipolaris zeicola;Bipolaris zeicola 26-R-13;;
38;root;cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;;;;;
38;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
38;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
37;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Mucoromycota;;;;;
37;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
37;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
37;root;cellular organisms;Eukaryota;Alveolata;Apicomplexa;Conoidasida;;;;;
37;root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;;;;;
37;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;;;;;
37;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
37;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
37;root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;;;;;
36;root;cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;prasinophytes;;;;;
36;root;cellular organisms;Eukaryota;Stramenopiles;Oomycetes;Saprolegniales;;;;;
36;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
36;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Leptosphaeria;Leptosphaeria maculans species complex;Leptosphaeria maculans;Leptosphaeria maculans 'brassicae' group;Leptosphaeria maculans JN3
36;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Chytridiomycota;;;;;
36;root;cellular organisms;Eukaryota;Euglenozoa;Kinetoplastida;Trypanosomatidae;;;;;
36;root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;;;;;
36;root;cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;;;;;
36;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;;;;;
36;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
36;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
36;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
35;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
35;root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;;;;;
35;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;;;;;
35;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
35;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
34;root;cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;prasinophytes;;;;;
34;root;cellular organisms;Eukaryota;Stramenopiles;Oomycetes;Saprolegniales;;;;;
34;root;cellular organisms;Eukaryota;Stramenopiles;Oomycetes;Peronosporales;;;;;
34;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
34;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
34;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Talaromyces stipitatus ATCC 10500;;;;
34;root;cellular organisms;Eukaryota;Alveolata;Apicomplexa;Aconoidasida;;;;;
34;root;cellular organisms;Eukaryota;Alveolata;Apicomplexa;Aconoidasida;;;;;
34;root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;;;;;
34;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
34;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
34;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
33;root;cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;prasinophytes;;;;;
33;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Zoopagomycota;;;;;
33;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Mucoromycota;;;;;
33;root;cellular organisms;Eukaryota;Alveolata;Apicomplexa;Conoidasida;;;;;
33;root;cellular organisms;Bacteria;unclassified Bacteria;unclassified Bacteria (miscellaneous);bacteria symbiont BFo1 of Frankliniella occidentalis;;;;;
33;root;cellular organisms;Bacteria;Terrabacteria group;Tenericutes;Mollicutes;;;;;
33;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Orbales;;;;;
33;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
33;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
33;root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;;;;;
33;root;cellular organisms;Bacteria;PVC group;Lentisphaerae;unclassified Lentisphaerae;;;;;
32;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
32;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
32;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
32;root;cellular organisms;Eukaryota;Alveolata;Apicomplexa;Conoidasida;;;;;
32;root;cellular organisms;Eukaryota;Alveolata;Apicomplexa;Aconoidasida;;;;;
32;root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;;;;;
32;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;;;;;
32;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;;;;;
32;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
32;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
31;root;cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;prasinophytes;;;;;
31;root;cellular organisms;Eukaryota;Stramenopiles;Oomycetes;;;;;;
31;root;cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;;;;;;
31;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
31;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
31;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
31;root;cellular organisms;Eukaryota;Alveolata;Apicomplexa;Aconoidasida;;;;;
31;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
31;root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;;;;;
31;root;cellular organisms;Bacteria;Nitrospinae/Tectomicrobia group;Candidatus Tectomicrobia;Candidatus Entotheonella;;;;;
30;root;cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;prasinophytes;;;;;
30;root;cellular organisms;Eukaryota;Stramenopiles;Bacillariophyta;Bacillariophyceae;;;;;
30;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
30;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
30;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
30;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
30;root;cellular organisms;Eukaryota;Amoebozoa;Archamoebae;Entamoebidae;;;;;
30;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
30;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
30;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
30;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
30;root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;;;;;
30;root;cellular organisms;Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;;;;;
29;root;cellular organisms;Eukaryota;Stramenopiles;Bacillariophyta;Coscinodiscophyceae;;;;;
29;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
29;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
29;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
29;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
29;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
29;root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;;;;;
29;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;
29;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;
29;root;cellular organisms;Bacteria;Spirochaetes;Spirochaetia;Leptospirales;;;;;
29;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
29;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
29;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
29;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
28;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
28;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
28;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
28;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
28;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
28;root;cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;;;;;
28;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
28;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
28;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
27;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Fusarium oxysporum species complex;Fusarium oxysporum;Fusarium oxysporum f. cubense;Fusarium oxysporum f. sp. cubense tropical race 4 54006;
27;root;cellular organisms;Eukaryota;Glaucocystophyceae;Cyanophoraceae;Cyanophora;;;;;
27;root;cellular organisms;Eukaryota;Alveolata;Apicomplexa;Aconoidasida;;;;;
27;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;
27;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;;;;;
27;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;;;;;
27;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
27;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
27;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
27;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;;;;;
27;root;cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;;;;;
27;root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Holosporales;;;;;
26;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
26;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
26;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
26;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
26;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Aspergillus terreus NIH2624;;;;
26;root;cellular organisms;Eukaryota;Alveolata;Apicomplexa;Aconoidasida;;;;;
26;root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;;;;;
26;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
26;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
26;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
26;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
26;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;;;;;
26;root;cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;;;;;
26;root;cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;;;;;
26;root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;;;;;
26;root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;;;;;
26;root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;;;;;
25;root;cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;Trebouxiophyceae;;;;;
25;root;cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;Palmophyllales;;;;;
25;root;cellular organisms;Eukaryota;Rhodophyta;Bangiophyceae;Cyanidiales;;;;;
25;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Zoopagomycota;;;;;
25;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Microsporidia;;;;;
25;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
25;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
25;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
25;root;cellular organisms;Eukaryota;Opisthokonta;Choanoflagellida;Craspedida;;;;;
25;root;cellular organisms;Eukaryota;Alveolata;Apicomplexa;Aconoidasida;;;;;
25;root;cellular organisms;Bacteria;unclassified Bacteria;unclassified Bacteria (miscellaneous);bacteria symbiont BFo2 of Frankliniella occidentalis;;;;;
25;root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;;;;;
25;root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;;;;;
25;root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;;;;;
25;root;cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;Thermomicrobia;;;;;
25;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;
25;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
25;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
25;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
25;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
25;root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;;;;;
24;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Mucoromycota;;;;;
24;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
24;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
24;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascosphaera apis ARSEF 7405;;;;
24;root;cellular organisms;Eukaryota;Alveolata;Apicomplexa;Conoidasida;;;;;
24;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;;;;;
